duration;iterationCount;patternLength;textLength
417;150;23;147
12875;13016;4096;9270
7791;5989;1427;4520
12416;11087;2101;9348
959;739;164;823
5209;4674;873;5481
959;806;144;670
3625;3811;1754;3930
5125;4441;1488;3170
1042;844;42;2525
458;393;141;2286
500;438;154;800
7042;6218;2193;4746
6500;7029;2920;8389
667;642;237;508
6459;5024;1253;4989
3167;3065;1001;4031
4333;3064;604;3597
1417;1202;286;1247
3250;2582;334;9565
2917;2800;650;3592
1875;1539;167;1326
5875;5400;1984;4904
1417;1104;407;876
958;726;221;548
8084;7319;2012;7793
2500;2306;1085;2631
10708;8401;67;9450
11500;11034;3677;9753
1166;1132;425;1621
10084;10226;3130;7035
9125;7555;1545;6813
7208;6780;1620;5920
3750;3514;537;3628
1125;1193;401;2524
12958;8479;1849;9965
4500;2967;62;3336
5000;3866;1886;4127
6291;5915;1334;9030
5625;5517;2293;4831
3000;2166;78;2452
3375;3118;828;9430
8417;5869;1012;6231
7625;7722;2661;5896
8250;8423;3226;7049
24916;2824;459;4018
6333;6281;1808;4551
3833;4143;1612;4728
3041;2812;753;2006
3542;2923;21;4871
1375;974;301;1573
417;270;69;2051
541;438;131;569
3333;3178;1242;3179
4875;4574;631;5064
792;775;181;929
5000;4563;528;4334
4750;4247;897;5029
3167;3141;1114;5584
8833;8649;2771;9474
4667;3243;195;7182
583;407;155;321
10333;988;349;772
1875;1648;789;4802
3375;2153;300;5534
10417;7476;1283;7074
3417;2972;672;2229
3458;3345;1040;8314
7584;8013;2781;7404
458;371;80;416
6042;6224;1920;9767
2166;2246;843;1866
6167;6105;1469;5470
958;797;372;3164
7583;6873;1447;6651
3125;2731;508;2345
1375;1499;714;1748
2958;3127;1141;2425
1375;1334;507;2360
2458;2101;289;5184
3334;2504;963;6354
6250;5361;353;5728
7792;7640;2757;5787
3875;2783;617;4142
2917;2096;508;2491
12083;12218;3957;8845
1458;1273;186;6646
1542;1338;342;1281
5500;4880;901;7127
4583;4604;1902;4777
2417;2350;869;2847
3208;2934;541;3072
583;539;251;683
2083;2229;1003;4920
7458;8252;3969;8007
4458;4075;1005;3978
8875;8394;2563;8864
3625;3146;450;5890
9583;9890;4029;8225
9958;9240;1932;7889
1500;1384;369;1891
7625;7963;3086;8928
4167;3800;655;3189
25083;2244;121;3629
6625;5795;385;6200
6417;5852;1206;5508
16917;6074;2215;7840
4583;4129;1510;4490
1416;1247;334;2995
7833;6941;1465;9355
2875;2415;119;4135
791;690;281;681
1209;1267;562;1497
9875;9781;3258;9940
5958;5195;508;5270
1167;1072;444;4091
7041;7198;2890;6456
3041;2989;1014;4100
2958;1975;611;1483
5458;6064;2945;9792
666;521;220;451
1166;1172;472;3051
1709;1385;19;1568
4000;3467;377;3896
8958;8390;2257;6583
7333;5567;2262;4920
31417;10818;1664;8953
2500;557;237;1184
3209;1149;359;1250
8041;6891;1075;5630
2083;1613;374;1694
4000;3343;100;3502
14083;4631;506;6556
3666;1207;169;2595
14458;13699;3891;9604
4125;4245;1877;4151
2666;2237;159;3092
7375;7296;3188;6480
2000;2163;899;3143
3500;3586;1342;3304
625;500;195;414
5334;5515;2008;4674
334;136;50;114
333;244;62;209
2750;2904;1383;5498
10333;7992;2597;6374
6166;4295;961;5067
1625;1300;515;2641
9709;9872;3280;7106
2375;1980;122;2035
68625;6075;2132;5136
16042;5874;1639;6778
3833;4047;1867;4230
10750;9477;1261;8548
4208;1476;585;8625
47542;10065;1794;8626
5625;4895;885;4936
7417;7067;3042;8310
792;724;228;1068
6417;5091;1822;4245
20042;4732;1983;7361
3083;2432;1155;2872
5000;3417;512;6142
4167;3067;852;2872
3959;3507;738;3028
3625;3298;835;5688
4583;4598;1385;4125
2083;1755;73;4956
5667;5799;2337;5818
2167;2126;700;1731
10083;8677;938;7721
35584;10764;4490;9618
3292;2338;1027;4757
7792;7756;2492;5636
73542;7772;1546;6623
4291;3682;798;9221
1375;1222;464;1152
4083;3705;886;5607
1708;1758;636;1418
708;556;270;4572
2583;2383;696;3229
6125;5155;1937;6825
5625;5697;1891;4289
12667;11921;2422;9315
7500;7278;2111;9186
2542;2660;978;2402
875;705;260;2308
5416;3755;232;8061
7625;6632;715;6836
2250;2143;445;5607
2416;2558;1158;3990
2625;2493;1062;2369
875;740;109;682
4875;4373;723;6597
8917;8349;2310;9938
1417;1401;492;1798
4291;3675;639;5445
3042;3231;1324;5256
3209;2950;820;2310
6958;6571;1802;5794
2208;2104;619;1620
2709;2265;280;1988
3208;3030;795;3685
3417;2769;82;3702
13333;13481;4372;9211
1583;1646;641;1657
1792;1553;693;1586
1458;1243;521;1698
2833;2532;520;8577
4834;5239;2455;8185
10792;8740;145;8377
625;448;112;525
459;150;55;139
750;735;304;6337
7042;7114;2959;8168
542;545;206;2154
4583;4409;1612;3487
2625;2272;438;1965
10875;10304;3288;8061
34166;12643;3728;8710
7791;6393;49;9077
3375;3042;655;4075
2125;1958;597;2898
9500;8875;1813;7562
11292;11859;4411;9516
1792;1591;636;2100
625;473;116;645
8042;7763;2222;6869
8625;7104;2444;9832
8084;8356;3446;8338
2583;2384;897;4109
4042;4133;1577;9920
7042;7360;3058;9780
2000;1999;923;6187
4375;4513;1573;8271
1292;1140;313;2256
9459;8145;253;7910
3041;3549;1593;5942
4958;4959;1908;5368
1709;1768;486;1964
4667;4377;651;3615
7292;5998;1198;6035
4375;3551;687;8971
1459;1067;497;1441
541;426;45;2607
11958;11357;2963;8539
9334;8461;1583;8803
1375;1172;209;1013
3042;3059;1126;3284
9541;9273;2939;6572
10958;9957;1824;8418
9917;9965;3010;7152
3333;3203;1009;2312
2958;2976;1238;5137
3084;2858;921;4400
5208;5421;1888;4423
2167;1812;159;4457
500;320;117;1507
5875;6111;2242;7588
1083;905;220;682
334;252;93;329
3000;2804;748;2079
500;445;157;1641
7500;6707;1253;9116
1667;1408;321;1141
7333;7559;2930;6105
3791;3674;1236;3839
2750;2658;901;2366
8583;8527;2780;7910
8292;6506;352;6852
2417;1959;79;2831
1041;972;341;2761
3708;3929;1481;4889
1084;1041;390;950
750;666;253;1277
4625;3715;246;5260
5375;5069;1364;5304
1792;1910;851;3547
4584;4332;1382;3330
3125;3226;1212;3482
17750;7966;1610;6284
2667;2495;851;2060
2458;627;37;1089
4166;1448;553;1155
35125;8610;954;9905
32084;12178;4340;9012
3000;2491;562;2270
8708;8176;2637;5763
4084;3926;1506;4583
7500;4871;652;5825
2458;1604;50;4383
4250;2933;1183;2594
3459;3004;758;5288
11042;10712;4138;8971
139792;8375;1592;8567
2833;2572;1021;2378
10542;10056;3364;7897
4500;3683;1709;4467
11875;10269;2529;7579
31958;11388;2456;9837
6417;2186;531;2719
23000;10660;747;9647
3583;3049;473;2729
9125;4908;1289;3932
13125;12244;3448;8832
16459;5659;102;5846
10500;8931;2531;8081
1333;1086;205;7812
6417;5382;615;8741
1584;1753;795;2512
4375;4127;1861;3983
11667;12149;4520;9330
292;237;37;290
5084;4173;455;6525
709;598;117;527
1542;1228;542;1128
14959;8327;2452;6236
916;805;163;2020
8917;3624;232;9155
8750;6484;1067;6145
5792;5328;2077;9643
375;181;59;127
833;860;360;1539
3917;3263;649;2714
2250;1691;15;1715
12000;6275;1284;5793
4792;4545;1541;3714
4291;3708;564;4162
11708;8762;2402;9458
11083;9360;1608;7592
2959;2661;1288;3079
4708;3350;474;3214
13250;6571;2289;5721
16333;6664;1619;7303
22958;8735;2820;7382
5917;4377;1466;6651
31375;4632;807;4671
21917;8936;2883;6622
4834;4035;519;6742
29666;675;44;844
2625;2340;978;2889
50750;10825;2048;9853
2417;1622;425;2708
1125;836;52;973
24209;8089;1804;7133
834;436;12;948
14000;10563;1850;8411
28542;3286;1245;4836
40041;8536;3588;8862
23083;4327;1377;7113
1458;868;67;3656
81041;2341;586;2284
11208;7572;2269;8652
8459;7934;2737;6014
2500;2242;743;2497
5958;6327;2992;7169
55416;5351;2061;6257
47959;5255;285;7520
4625;1562;586;1827
44292;11412;1971;9451
283292;6138;1648;4678
15750;5911;1714;4565
2291;1574;458;1476
66000;8563;2067;9313
3708;1113;230;1024
5458;1642;100;1637
3042;1026;113;1726
39417;8467;2407;8141
6875;6135;1674;5437
1000;942;362;1121
500;191;71;244
6584;5548;844;5644
375;271;90;195
7167;7218;2991;7935
10375;7164;1305;6095
1500;1158;440;1102
1625;1297;297;3782
3042;2909;1269;3255
1250;1180;447;1041
209;119;32;124
14333;13139;3943;9814
1875;1725;705;7273
5541;5819;2611;7798
65291;9763;3565;8208
2792;2035;650;1620
10125;9590;2861;7928
2709;2225;231;4587
3875;3512;1417;3793
2750;2426;231;3845
625;505;57;1359
2583;2099;178;1973
2542;2330;714;5208
2250;1216;477;1642
12125;10130;3431;7519
4250;2845;1284;5221
2416;2039;159;2034
7834;6679;1759;7353
3167;2474;980;6976
9167;8383;2150;6028
500;125;55;157
458;291;33;256
2500;2406;881;3143
1458;1187;206;2856
2708;1631;511;1684
4208;3300;884;2607
7125;6116;1642;9210
1791;924;297;1286
4875;4804;1892;4066
7958;7153;1648;6706
5416;5514;1832;4445
2416;2345;757;2726
4833;4229;839;5224
7667;6632;856;5582
2583;1994;686;1650
7875;7372;2731;6036
3375;3601;1502;4278
3375;2848;277;2627
1000;774;285;1024
1292;871;358;3132
3500;2922;1278;2826
5375;3725;574;8635
6542;5635;1154;5938
5792;5963;2740;5680
10541;10547;4488;9041
7333;6646;1320;8259
250;157;37;142
500;459;170;995
6709;4128;1271;3446
6458;5683;1490;6093
24459;5538;2236;6911
6542;4544;911;3586
9125;8825;2359;7782
18917;6283;1281;9078
7541;2814;1208;2660
4959;3346;1095;3113
4750;3012;952;3589
2291;1566;582;1188
7750;6055;1399;8460
1459;789;346;928
30291;5045;129;5361
375;35;18;325
667;486;142;8236
68375;6243;2053;5563
10833;10817;3943;7958
2250;1950;429;1715
6875;6371;1621;6202
1708;1545;457;1178
416;206;81;552
5208;5030;1720;4266
750;685;258;682
4750;3878;696;9505
3708;3500;1369;4171
8375;7956;3303;8623
3208;2691;625;3007
1209;941;332;931
4666;4587;1545;7615
15875;5190;845;7838
14291;4834;717;4116
2667;859;246;2523
18750;12884;3569;9428
5208;3182;724;2834
12959;6576;2000;7213
500;232;70;489
12417;11412;2632;8712
4792;4257;1099;4668
2292;2138;483;1931
2041;1530;655;8936
5500;5011;1566;4536
66083;9153;2562;8278
1625;1494;565;1286
6750;6326;2188;4598
5917;4688;462;4339
7375;7056;2404;6071
1459;1043;59;1163
3250;2888;699;3105
2875;2495;603;1930
3292;3162;1115;2836
12584;12488;4247;9494
833;714;238;1467
3417;2851;196;4653
3958;3191;1381;3022
1000;778;382;2023
5833;5248;2080;5334
3625;3109;429;4487
6542;6377;2682;5440
60542;6186;1238;6788
2792;2592;999;2669
6666;5862;1891;8617
2625;2354;622;4440
1292;1195;346;9417
3959;3557;1116;3773
2834;2594;999;2721
2208;1810;535;2303
5583;5025;1770;4466
13583;11093;1321;9601
5000;195;88;2583
5459;4062;1874;6187
3000;2277;861;2878
3500;2918;1026;2518
625;145;40;177
250;144;55;155
6958;6127;1793;7443
584;474;229;1612
10584;7040;455;9826
10959;10094;3734;9958
11750;10210;3038;8866
4625;3742;981;8090
2125;2083;796;8991
15625;12770;3027;9972
2666;2452;757;1743
5583;5192;1856;3930
3250;3025;1119;5133
13209;11259;2457;8665
4625;4228;1146;3897
17625;8346;3261;6853
7458;6209;2186;7537
9750;7306;2175;5217
3792;3580;1566;3216
2917;1426;191;8881
9292;8640;3135;8461
4792;4198;922;4709
24041;6291;2882;6268
3750;2889;502;2698
6708;6968;3166;7402
375;333;89;241
5416;3625;625;7109
12167;9081;1563;9100
5458;4672;1633;3766
4542;3346;1145;5803
5750;5653;2583;7148
12958;10882;1340;9338
10583;8511;758;9100
2291;2172;890;1891
2875;2502;820;3829
4333;3686;566;4622
3500;3303;1375;7832
7250;6092;1227;7421
6875;6472;2022;9432
1209;1101;55;1830
11417;10586;3483;7620
7666;7349;2313;7676
7250;5820;1686;5045
2000;1623;186;2007
1750;1819;718;2168
43250;6799;1771;5024
2500;1611;118;2633
1583;1152;491;1045
9709;8184;3217;9461
1541;1335;599;1833
3917;2561;667;6934
5791;4496;1631;5249
1541;134;51;137
56125;6486;1420;5371
2167;1990;928;1873
7834;7208;2255;5930
833;730;243;513
5417;4389;604;4203
11541;7355;461;9091
9917;3644;1113;6946
1458;498;223;1245
3709;3066;764;6568
3625;3612;1173;2475
4041;3766;970;3056
4833;4754;2249;8025
5291;4969;1748;4317
6708;6459;2014;4433
10417;9960;3101;7493
709;415;169;1544
8750;2215;451;1975
6542;6494;2578;6086
1166;824;38;1301
1708;1574;349;2410
792;661;134;954
10417;10173;3276;7062
8333;7180;604;8429
1375;1078;84;1430
8834;8577;2660;5707
6708;6114;1211;5452
6792;4676;921;3803
333;189;15;248
14791;12606;4212;9978
13459;12345;3640;8586
4833;5297;2496;8003
7916;6400;499;7017
8250;8842;4184;8724
14208;7151;2776;6885
3291;1570;301;6429
5916;4619;320;5670
9000;6065;588;5281
14625;3393;874;3849
30000;4553;626;4088
2583;1861;521;1422
2666;1867;469;1532
35084;1135;506;1669
4333;2879;602;2924
43459;6532;673;6250
6375;2234;624;3655
9000;2891;175;4120
3667;1363;270;2805
47709;7191;1187;6392
2166;1815;623;1648
666;571;213;469
6875;6491;1487;4944
4875;4375;483;5048
16459;5822;1696;4428
15166;6166;2637;6417
10292;3554;892;3008
2917;972;186;9085
6209;5406;1725;3943
4000;4104;1936;3943
917;678;226;507
12666;9775;3857;9338
3209;1934;446;6376
6667;5997;1488;5909
14333;4840;892;3883
1208;295;39;362
14125;1061;323;986
5250;4617;988;4386
3666;3098;962;4202
29167;9267;1390;9778
10792;8696;561;8240
1458;1647;729;5131
4500;3958;585;9174
5708;5255;898;5139
1083;998;399;1415
1708;1289;395;1682
23750;3785;88;5410
4709;4017;731;9007
12667;10252;2438;9564
14500;12832;2826;9695
1125;865;28;2588
7375;5640;1660;6121
6209;5270;2273;5041
3209;2319;831;2083
12542;9474;2509;8571
4750;3433;1010;3408
875;536;230;1303
2625;2115;876;2411
4083;3016;941;2880
3917;2732;823;7248
5833;5352;1549;4469
1625;1638;734;1572
15834;7849;1388;9456
36833;10900;1926;9456
3292;1002;307;695
28708;4417;1455;3220
12208;4482;1506;3914
4542;4107;1516;5763
4000;3441;407;7942
33667;5746;243;9996
3625;2324;668;1741
3167;3044;949;2338
13708;13301;3989;9685
2458;2222;738;4099
5833;6161;2749;7206
5833;5814;2409;6668
1250;980;416;3707
5042;3613;1106;3378
7416;2176;166;2963
3625;2450;1169;4645
6625;5288;2215;4923
1000;1017;382;880
1709;1655;714;1846
2208;2254;908;4038
5750;3888;708;3945
8375;7954;3241;8501
9167;7555;749;8481
6166;2082;460;3595
9042;2810;119;4116
2208;608;253;5285
5875;1904;91;3871
14166;1336;173;1325
3375;2777;329;2466
3833;3383;1378;3124
4292;4172;1328;2808
209;108;23;122
2167;1442;231;5730
20667;3592;255;3695
3042;2880;1082;3293
4917;4549;1433;3236
1334;1364;606;1248
2375;2236;759;2248
1917;1651;413;2025
14334;12599;3282;9350
36959;7232;2776;6487
7542;6918;2409;5178
22875;9177;3619;9499
14250;12066;3240;8643
1791;1177;393;9773
12000;11409;3254;9795
6917;5365;1711;9839
1292;1097;314;807
3542;3400;1254;2696
23792;9822;3791;8012
8291;2839;416;5965
4000;1642;811;1759
9125;7921;2163;8723
3500;3700;1700;9447
1583;1436;432;1914
2166;1891;786;3672
4833;4551;1651;6942
12417;10070;2537;8454
2334;1387;409;1314
10375;3622;891;4616
3959;1277;214;1187
12917;4484;594;5384
8834;7539;2864;8010
5459;5159;2094;4796
44625;3808;1102;4451
11917;8829;2850;9725
11250;7921;1744;8289
6209;4366;975;4221
4500;3470;387;4366
1792;1385;62;1859
9792;9552;2941;9300
8583;8816;3902;9325
3708;3581;1435;2984
5250;5275;1976;5601
458;414;111;688
1542;1447;631;3153
625;407;39;573
4292;4404;1797;4412
3250;2844;887;2010
8250;7021;1423;6408
35209;9436;3103;9504
5333;4461;1304;9287
6709;4526;752;3869
9375;3592;1141;4128
4250;4073;1358;4436
6250;5475;2270;5943
3042;2983;1004;2384
834;477;35;737
4167;2288;418;2632
12625;11507;3335;7867
3084;3326;1354;3131
4583;3548;1256;4592
9917;6909;1567;7176
2292;1829;157;7951
7417;6243;530;5794
3500;2525;835;2846
3292;2323;720;1628
7625;7931;3437;7237
6458;5811;1735;4783
12666;11255;3092;8187
8667;8863;3029;7544
1584;1401;112;4206
4625;3822;1447;4167
9583;8216;3177;9671
1958;1582;526;1773
3791;2676;1138;2608
416;91;38;116
1709;1057;297;1372
4458;4446;2059;5237
3625;2270;12;4617
11750;11414;4365;9984
625;556;170;651
2042;1691;103;1693
6250;5529;977;4952
9000;8533;2281;8934
2084;2121;931;6884
10375;10175;3948;9252
9208;9477;4347;8931
3417;2529;36;5510
1792;1599;146;1799
8042;7073;1381;6744
5209;5737;2788;6770
2333;2356;1104;3749
3708;3541;1320;6997
1375;1380;671;1640
3042;2610;417;2175
8500;8439;2902;8691
1291;1329;652;2572
10250;9417;2723;7395
5083;4043;45;4053
4375;3556;561;6019
2417;2001;173;5067
4458;3681;151;4015
5167;4124;1900;4304
333;200;46;254
2708;2768;1022;2273
3750;3165;563;5476
1000;723;153;1163
2292;1620;431;4386
10334;7718;2086;5967
9875;6457;55;8654
2209;1736;205;3473
6375;1867;542;3521
19209;7449;2465;5831
7000;6287;1677;6049
11417;8492;2587;6162
58917;6692;1667;9418
3375;2530;480;2689
2083;1703;165;8451
2042;1924;732;3945
8417;7126;137;7832
6625;4585;1341;3282
30125;5748;2718;7106
2042;1880;757;1605
6375;6146;2221;4769
2792;2856;883;1985
4292;4459;1835;4107
875;667;122;3724
2750;2297;518;1705
13500;8357;434;8654
8834;6204;238;5794
5667;5601;2191;4987
3375;3259;929;2639
3666;3202;655;3160
9125;7892;2723;6544
8250;8242;2896;6409
3916;3510;446;5767
15833;9970;2048;9446
2292;2087;684;1903
8000;7449;1913;7567
11542;10814;3369;7702
2042;1827;572;1295
2917;2832;1216;2560
19625;6237;1581;5128
4250;2983;1398;5420
3250;2482;98;3770
1291;1117;509;1817
4375;3743;819;7483
2250;2225;1037;2130
6166;5126;1264;8862
416;238;95;643
6750;6095;778;8690
9708;9535;3649;9148
916;634;56;1594
708;573;167;414
2375;2394;1054;2600
9334;8037;3408;6943
4791;5410;2585;7650
4333;2843;87;6715
8167;5527;761;7869
7750;5157;25;7257
3833;3943;1922;6437
1000;782;169;1493
8000;3130;1394;5004
1583;1476;431;2493
1666;1532;704;2225
1833;1314;317;4452
2042;1211;69;1639
10458;9679;2597;7920
5375;4818;1013;3799
4208;4165;1680;8846
10291;8461;776;8188
2500;2073;470;6070
3500;3411;1093;3213
1834;1887;606;4528
6625;7495;3460;7754
4542;4513;1708;8076
3083;3110;1444;3545
2959;2697;897;2315
541;425;85;495
9083;8903;2945;8331
667;581;177;604
5333;824;268;738
9708;8659;2182;6220
9000;7123;2352;5848
12709;10227;492;9912
22708;6155;2149;4367
875;576;154;1454
15417;12232;3912;9156
1084;681;53;1417
1375;980;234;904
12167;7724;624;8154
10000;9652;3731;7694
4375;4246;1708;7137
3458;3663;1779;4667
15084;8754;2079;7403
1458;1326;277;1235
3792;3649;1506;4293
8083;6491;2715;9898
417;306;117;265
3541;3296;984;2999
8834;9322;4294;9501
5083;4503;962;4586
1292;1256;445;1205
1667;1769;805;1666
11917;10632;1767;9152
2542;2746;1137;2850
12084;10100;535;9550
9375;8848;2263;6438
14708;5597;1503;4521
791;691;160;719
11291;9705;895;9097
15750;9451;1789;9396
13666;9213;2039;8115
14042;10422;3420;8050
1333;1117;170;7326
1875;1729;567;1431
1917;1822;594;1586
709;622;74;1364
11958;11405;3307;8128
1000;919;438;1007
2833;2809;796;2495
6417;6294;1932;6441
5459;4947;833;4719
2708;2811;1261;7474
1958;2099;765;2811
6333;6815;3132;8297
8458;7565;1396;6679
1083;601;82;760
2042;1491;411;1285
6208;4037;551;9994
8875;8248;2159;5981
1625;1552;478;1136
2000;1765;375;1737
6000;5720;1569;4328
9166;8310;1728;9011
5792;5938;1658;8183
3959;4162;1485;3361
5459;4983;468;4494
791;858;311;829
4541;4604;1356;3529
7250;6963;2354;7115
4959;4413;636;6599
6250;4870;1758;4334
1166;980;311;6050
11709;9196;3215;8173
4166;4174;1269;5073
3500;3713;1767;5515
1667;1637;563;1400
4541;4081;822;5093
5417;5474;1834;4483
9625;9094;1416;7674
12334;12614;4243;9069
625;465;194;577
1583;1553;634;8252
2667;2434;312;9902
7667;7766;2746;7492
9208;7859;587;7773
8000;8248;3264;7746
13708;14121;4537;9536
1625;1665;559;1264
11542;11279;3027;8180
2416;2500;953;3550
3875;4096;1536;3118
1084;986;211;1619
2667;2247;203;1990
3750;4071;1662;4027
13125;11914;2326;9347
1208;1028;449;2107
12333;12311;4162;8596
10541;9499;2771;8282
7000;5626;722;6736
4167;2850;719;4864
458;172;76;265
6792;4740;814;6088
1625;1323;317;3714
4500;4589;1655;8855
12041;10034;175;9702
8417;7869;1763;6644
708;611;288;809
5917;5643;1708;6086
11083;10047;2017;9604
10042;9667;2719;9256
2375;1605;178;5080
1500;1110;396;1046
6667;6229;1424;8454
2333;1973;49;2043
250;127;45;656
9000;8062;1487;7085
4750;4109;214;3811
4458;4362;1416;4263
2375;2312;683;3722
208;121;32;121
7292;7372;2412;5011
9417;9466;3381;9514
709;591;163;661
6708;5203;1538;9564
4375;3967;1539;6374
3042;2632;1189;3785
1709;1319;453;1836
6875;4613;461;5872
36833;5302;2211;7618
6250;4465;969;5402
1292;603;146;5174
3667;3444;1657;3854
3166;3244;1589;4510
2792;2341;624;4200
3792;4050;1866;4497
12125;11389;2160;9689
2750;2746;932;2008
1875;1786;544;1230
1792;1809;620;1886
7334;7266;2034;8686
1209;1033;80;1950
4375;4381;1548;8400
2333;1989;383;2868
11166;9799;311;9821
10292;10713;4412;9308
1458;1201;153;1388
5875;4151;715;8334
3083;2174;195;4179
1583;1752;848;2489
3833;3632;1135;3772
12375;11836;3165;8793
4750;4402;1309;6929
2375;2203;668;3930
5792;2210;658;1642
4041;3873;1015;4172
1167;990;105;1729
6958;6006;717;7716
1375;1174;91;1909
5459;5319;1186;7782
8959;7494;251;7093
4208;4301;1255;4109
6375;5909;2260;5595
2292;2685;1304;6494
14917;12657;4523;9233
8125;7837;1649;6173
6167;6724;2638;6947
3583;2613;762;3073
11875;7959;339;8946
6042;3719;1182;3967
7166;6770;2095;5846
4458;3847;1614;3742
2917;3062;1263;4134
375;283;35;363
2667;1823;864;3492
7333;6197;1868;5643
5334;5519;2175;4661
5542;3700;440;3806
2416;1987;42;9853
5167;4316;417;6269
4375;4441;1465;4783
10708;8742;2979;7137
7584;5504;2657;6502
4125;3911;1128;3778
3375;3186;1016;4169
3084;2755;834;1931
3500;3212;752;3754
9084;3230;1253;3075
12667;9697;2912;8211
1250;971;114;1288
5542;4659;70;5679
5625;5387;1689;4249
4209;4105;1455;7884
3958;3117;58;7389
7291;7061;2091;5299
792;691;312;1171
5750;4922;669;5636
2375;2474;1044;2488
333;216;34;283
750;759;300;707
1375;1193;151;1418
11125;7402;388;7654
667;550;169;549
10209;9805;2392;7801
4125;3804;856;9478
1292;1410;626;1335
10500;5211;1159;8590
9250;5125;1768;5042
8750;7946;1593;6563
9375;7656;3170;7588
8417;4741;888;8937
10042;10306;3033;9492
1250;1036;26;1404
7500;7009;536;8277
14125;8773;3507;7135
10875;7885;1574;6932
1084;783;336;1188
3708;3025;1245;4658
1625;1220;433;1077
9958;5894;2882;8782
5541;4888;1235;9596
875;744;215;1572
2625;2380;867;4474
4041;4083;1200;5438
1333;1236;419;3684
334;254;113;317
9917;7146;1408;5799
3083;2991;976;2637
2500;2066;106;6245
4917;5400;2520;5995
375;350;87;374
5458;3952;666;7316
4375;3963;893;7665
15959;10935;4161;8610
6792;7083;2598;5673
10208;5926;2013;5931
6500;4605;1542;3289
11833;7331;2968;7114
2958;2954;850;2355
8750;6300;1203;9555
6709;4672;2279;9017
500;380;114;351
3208;2877;172;4393
5042;3310;1391;3313
2625;2629;1096;2477
3875;3928;1363;4595
8084;6129;2659;6381
7583;4536;1118;3826
875;728;231;1005
2667;2524;890;5630
5459;4671;450;7012
1708;1608;409;3100
8208;6778;145;8328
2292;2466;1137;2877
291;129;20;2300
2833;2366;126;2591
4833;3014;1294;2768
7875;7400;3590;8004
3750;3669;1575;3208
1625;1497;579;4388
3292;2538;375;2544
5542;4804;2107;5081
10584;10019;2357;8593
583;418;155;1145
417;291;46;534
6292;4361;823;4505
19708;9459;477;9486
7667;6359;737;5935
9834;7085;1503;7164
542;276;91;250
31750;5293;670;9528
1250;759;130;641
6000;6190;2518;7139
2916;2837;868;3425
2750;2399;428;4049
6875;5389;2302;4616
1292;1255;372;3876
6333;6021;1012;5645
6125;5502;642;5221
792;754;291;648
4000;1803;655;1371
7000;7268;2256;6603
9041;5523;2109;5358
583;527;155;636
1875;1644;420;1363
2375;2404;1133;2906
1167;1260;562;2024
5667;1084;414;3901
1875;1498;367;3141
4208;3842;974;2767
3500;3021;767;2284
3250;2233;212;5601
2750;1836;183;1964
834;593;277;905
792;451;174;1436
4875;3949;346;3510
6208;4935;143;8839
6208;6302;2069;9259
11708;8866;3313;7785
12166;9890;3074;7208
8291;7285;795;6815
17125;13859;3606;9917
13708;10596;3888;8876
5167;5057;1762;5015
7709;4148;949;3237
6667;6987;3117;7461
6416;6274;1680;5229
14208;5808;2324;5332
1334;1367;445;1230
8833;8032;1550;6393
4042;4038;1236;6213
10500;8425;3110;8955
875;876;319;701
4708;3993;347;4895
7959;6683;2901;8562
375;154;67;213
333;221;62;168
375;215;15;259
10458;6333;2188;9704
4291;3929;1048;4389
8792;6836;2132;6189
5500;4710;992;8444
9375;6482;2168;6429
3875;3292;361;3318
3958;3969;1565;3476
7792;5818;2060;5373
6250;3894;1582;3432
6375;5844;1104;5168
9042;6472;2956;8046
417;280;91;312
4792;4326;1163;4325
1875;1996;882;2701
7209;6857;1638;5271
14625;12019;3572;9324
917;857;383;793
9458;8443;990;8922
2083;1679;132;2468
8584;5659;2019;8204
1959;1737;444;1718
11292;6936;2681;6848
11542;9185;657;8533
3916;3763;1048;5009
14333;12836;4506;9765
7834;7925;2510;6696
334;251;35;642
3083;3233;1374;4141
7334;6640;2175;8422
4625;4614;1198;4135
7125;7224;2476;8930
959;775;166;720
2375;2355;864;1840
7667;5407;2330;6649
958;978;366;1178
12833;9243;2337;9266
10792;4636;1127;4420
9125;6589;1426;6123
12583;10729;4572;9326
1042;775;201;656
834;704;265;1609
1083;837;69;4233
1333;1181;547;1987
1833;1812;648;1371
17709;12311;4049;9258
3583;2955;305;3736
8042;5501;2579;5519
6042;6311;2284;5183
10208;7253;902;6270
6916;3563;565;2905
4334;3933;615;5433
1625;1269;97;2844
4083;4138;1592;4012
3667;3688;1446;4014
6583;6365;2035;4334
4500;673;278;869
13333;6628;1716;5831
12000;9142;2072;8839
49250;6303;2323;9341
6167;5219;976;4173
1875;1280;197;3140
1750;1529;287;1706
9917;9752;2690;7897
1375;1181;150;2302
4750;3933;80;6556
8416;1931;81;2098
6875;6287;1454;4998
4375;4101;923;4880
2459;2053;149;2141
1958;1954;600;1970
3667;3059;305;2761
2416;2369;648;3613
6625;7085;3045;6366
5250;4506;2210;6392
2250;1817;628;4887
12625;11203;1807;9493
667;665;314;1515
4250;3466;1361;3364
41583;6490;802;7106
2708;2175;736;1572
7208;2247;499;3219
9750;7922;62;7972
9750;7428;2805;9838
18625;14782;4750;9730
9000;5671;1320;8212
959;852;249;891
1291;1221;371;1509
3042;2973;962;3207
1291;1280;452;1654
